年度,地區別,特用作物類別,種植面積,收穫面積,每公頃平均產量,產量
"2011","基隆市","山藥","1.67","1.67","14830.54","24.767"
"2011","新竹市","山藥","0","0","0","0"
"2011","嘉義市","山藥","1.78","1.78","21662.92","38.56"
"2011","金門縣","山藥","0","0","0","0"
"2011","連江縣","山藥","0","0","0","0"
"2011","新北市","其他特用作物","288.73","280.72","1336.4","375.153"
"2011","台北市","其他特用作物","4.23","4.23","3778.72","15.984"
"2011","台中市","其他特用作物","103.62","97.17","2878.59","279.713"
"2011","台南市","其他特用作物","459.92","459.32","3077.2","1413.421"
"2011","高雄市","其他特用作物","596.49","594.08","4699.53","2791.895"
"2011","宜蘭縣","其他特用作物","14.9","11.96","1382.78","16.538"
"2011","桃園縣","其他特用作物","110.38","105.71","4048.75","427.993"
"2011","新竹縣","其他特用作物","105.07","105.07","3028.09","318.161"
"2011","苗栗縣","其他特用作物","117.5","117.5","4110.13","482.94"
"2011","彰化縣","其他特用作物","212.25","209.95","7150.86","1501.324"
"2011","南投縣","其他特用作物","669.1","667.2","3323.66","2217.546"
"2011","雲林縣","其他特用作物","173.94","173.15","4874.96","844.1"
"2011","嘉義縣","其他特用作物","706.54","706.54","2825.57","1996.38"
"2011","屏東縣","其他特用作物","317.15","314.49","4274.65","1344.334"
"2011","台東縣","其他特用作物","2358.65","2338.38","4947.85","11569.958"
"2011","花蓮縣","其他特用作物","573.71","516.46","3403.57","1757.809"
"2011","澎湖縣","其他特用作物","8.66","8.66","3904.39","33.812"
"2011","基隆市","其他特用作物","0.01","0.01","10000","0.1"
"2011","新竹市","其他特用作物","0.09","0.09","3000","0.27"
"2011","嘉義市","其他特用作物","0.96","0.96","2164.58","2.078"
"2011","金門縣","其他特用作物","0","0","0","0"
"2011","連江縣","其他特用作物","0","0","0","0"

